KP,KI,DELAY,SETTLINGTIME
80.1,2.1,0.05,194.75448
80.1,2.1,0.06,194.767
80.1,3.1,0.07,194.77444
80.1,3.1,0.08,194.79444
80.1,2.1,0.07,194.797
80.1,3.1,0.09,194.81688
70.1,4.1,0.01,194.93776
70.1,1.1,0.04,194.96808
80.1,2.1,0.15,195.045
70.1,1.1,0.07,195.11808
70.1,1.1,0.09,195.21808
70.1,2.1,0.01,195.23796
70.1,3.1,0.04,195.24784
70.1,1.1,0.1,195.26808
70.1,3.1,0.05,195.27784
70.1,2.1,0.03,195.29796
70.1,3.1,0.06,195.30788
70.1,1.1,0.11,195.31808
70.1,2.1,0.04,195.32796
70.1,1.1,0.12,195.34808
70.1,3.1,0.07,195.35788
70.1,2.1,0.05,195.35796
70.1,3.1,0.08,195.38788
70.1,2.1,0.06,195.38796
70.1,3.1,0.09,195.41788
70.1,3.1,0.1,195.44788
70.1,1.1,0.01,195.45804
70.1,2.1,0.09,195.47796
70.1,3.1,0.11,195.48494
70.1,1.1,0.02,195.48808
70.1,3.1,0.12,195.50788
70.1,2.1,0.1,195.50796
70.1,1.1,0.03,195.51808
70.1,2.1,0.11,195.53796
70.1,2.1,0.12,195.56796
70.1,2.1,0.13,195.59796
70.1,2.1,0.14,195.628
70.1,2.1,0.15,195.658
60.1,3.1,0.07,196.31892
120.1,2.1,0.07,196.5533333
110.1,5.1,0.13,196.7850105
50.1,1.1,0.2,197.29036
110.1,5.1,0.01,197.3338
110.1,4.1,0.01,197.37752
110.1,5.1,0.02,197.3898667
110.1,4.1,0.02,197.4199333
110.1,0.1,0.01,197.4202667
110.1,1.1,0.02,197.4568667
110.1,0.1,0.02,197.4569333
100.1,1.1,0.16,197.4869333
110.1,1.1,0.03,197.4904571
110.1,0.1,0.03,197.4905143
110.1,1.1,0.04,197.5176
110.1,0.1,0.04,197.5176571
100.1,1.1,0.17,197.5307
110.1,2.1,0.07,197.5431
110.1,0.1,0.05,197.5482
100.1,1.1,0.18,197.55696
110.1,0.1,0.06,197.5707
110.1,2.1,0.09,197.59488
110.1,2.1,0.1,197.61288
110.1,0.1,0.08,197.6208444
100.1,5.1,0.04,197.64524
110.1,0.1,0.09,197.64896
110.1,0.1,0.1,197.66896
110.1,0.1,0.07,197.67296
110.1,0.1,0.11,197.69696
110.1,0.1,0.12,197.7156
110.1,0.1,0.16,197.7161667
110.1,0.1,0.13,197.74496
110.1,0.1,0.17,197.7478333
110.1,0.1,0.14,197.7629091
110.1,0.1,0.15,197.7910909
110.1,0.1,0.18,197.9075556
100.1,5.1,0.01,198.308
100.1,3.1,0.01,198.3430667
100.1,3.1,0.02,198.38864
100.1,4.1,0.01,198.39056
100.1,3.1,0.03,198.42264
100.1,4.1,0.02,198.4238286
100.1,3.1,0.04,198.4496
100.1,4.1,0.03,198.4536
100.1,3.1,0.05,198.47865
100.1,0.1,0.01,198.4914222
100.1,3.1,0.06,198.5010286
100.1,1.1,0.02,198.5080444
100.1,1.1,0.01,198.5091556
80.1,3.1,0.11,198.5164
100.1,0.1,0.02,198.5169778
90.1,5.1,0.01,198.5172727
100.1,2.1,0.01,198.5241818
100.1,3.1,0.07,198.52865
100.1,1.1,0.03,198.5313778
100.1,0.1,0.03,198.5403111
100.1,3.1,0.08,198.54532
100.1,2.1,0.02,198.5487273
100.1,0.1,0.04,198.55948
100.1,2.1,0.03,198.5714
100.1,1.1,0.06,198.58344
100.1,0.1,0.05,198.58348
100.1,2.1,0.04,198.5887273
100.1,0.1,0.06,198.59952
100.1,2.1,0.05,198.6098333
100.1,0.1,0.07,198.6224727
100.1,2.1,0.06,198.6265
100.1,2.1,0.11,198.6381667
100.1,0.1,0.08,198.63952
80.1,4.1,0.07,198.6445714
100.1,2.1,0.07,198.6481667
80.1,1.1,0.15,198.6538
100.1,2.1,0.12,198.6548333
100.1,0.1,0.09,198.6606545
100.1,2.1,0.08,198.6631667
90.1,6.1,0.01,198.6748615
100.1,0.1,0.1,198.6761091
100.1,2.1,0.14,198.6784615
100.1,2.1,0.09,198.6848333
100.1,2.1,0.1,198.6981667
100.1,0.1,0.11,198.6988364
90.1,1.1,0.2,198.7042
100.1,0.1,0.12,198.7132667
80.1,1.1,0.16,198.7138
90.1,5.1,0.02,198.72
100.1,1.1,0.15,198.7285231
100.1,0.1,0.13,198.7362462
100.1,0.1,0.14,198.7493231
100.1,2.1,0.13,198.7546154
100.1,2.1,0.16,198.763
80.1,1.1,0.17,198.7678286
100.1,0.1,0.15,198.7731692
90.1,3.1,0.1,198.7803333
100.1,0.1,0.21,198.7816571
90.1,2.1,0.04,198.7821
100.1,0.1,0.16,198.7847077
90.1,4.1,0.12,198.8019333
100.1,0.1,0.19,198.8059429
100.1,0.1,0.17,198.8085538
90.1,2.1,0.05,198.8121143
100.1,0.1,0.2,198.8190133
100.1,4.1,0.04,198.8212
80.1,1.1,0.18,198.8235429
90.1,5.1,0.08,198.8298
90.1,3.1,0.17,198.8334286
80.1,2.1,0.2,198.83575
90.1,2.1,0.06,198.8396
100.1,0.1,0.18,198.8416571
100.1,4.1,0.05,198.8445333
100.1,4.1,0.06,198.8612
90.1,5.1,0.06,198.8674286
90.1,3.1,0.13,198.868
90.1,4.1,0.06,198.8761714
80.1,3.1,0.17,198.8768667
100.1,4.1,0.07,198.8861
100.1,4.1,0.08,198.9011
90.1,5.1,0.07,198.906
90.1,5.1,0.09,198.906
80.1,2.1,0.21,198.907
90.1,4.1,0.07,198.9118667
100.1,4.1,0.09,198.9261
90.1,7.1,0.01,199.2704
90.1,0.1,0.01,199.3726
90.1,3.1,0.05,199.4
70.1,4.1,0.03,199.4112
90.1,0.1,0.02,199.41448
90.1,3.1,0.06,199.4253333
90.1,0.1,0.03,199.4490667
90.1,3.1,0.07,199.4605714
90.1,1.1,0.04,199.4650857
80.1,5.1,0.1,199.4658857
70.1,4.1,0.04,199.46952
90.1,0.1,0.04,199.4723
90.1,4.1,0.1,199.4818857
90.1,1.1,0.05,199.4966222
90.1,3.1,0.01,199.5010909
90.1,0.1,0.05,199.5023
90.1,3.1,0.08,199.5175556
70.1,4.1,0.05,199.5182667
90.1,0.1,0.06,199.51985
80.1,3.1,0.18,199.52384
100.1,1.1,0.11,199.5402667
90.1,0.1,0.07,199.5478667
90.1,3.1,0.09,199.548
70.1,4.1,0.06,199.5588
90.1,3.1,0.12,199.5638182
100.1,1.1,0.13,199.56544
70.1,4.1,0.07,199.5992
80.1,3.1,0.19,199.6019111
90.1,1.1,0.12,199.6221818
90.1,0.1,0.11,199.63028
70.1,4.1,0.08,199.6367
90.1,0.1,0.12,199.6440727
90.1,1.1,0.13,199.6485455
90.1,0.1,0.08,199.6495273
90.1,2.1,0.12,199.6497846
90.1,0.1,0.13,199.6686182
80.1,4.1,0.05,199.671
90.1,2.1,0.13,199.6736308
90.1,0.1,0.14,199.6839
90.1,0.1,0.17,199.7445231
70.1,4.1,0.11,199.7472889
80.1,6.1,0.03,199.7525455
90.1,0.1,0.18,199.7606769
80.1,6.1,0.04,199.7734545
90.1,0.1,0.19,199.7822
90.1,0.1,0.2,199.7964857
90.1,1.1,0.17,199.806
90.1,0.1,0.21,199.8201867
70.1,6.1,0.01,200.3238667
70.1,6.1,0.02,200.38512
70.1,6.1,0.03,200.4212667
80.1,0.1,0.01,200.4365143
80.1,0.1,0.02,200.4636571
80.1,0.1,0.03,200.4908
80.1,0.1,0.04,200.51095
70.1,3.1,0.01,200.53584
80.1,0.1,0.05,200.53595
70.1,5.1,0.1,200.5483111
80.1,0.1,0.06,200.5544
70.1,3.1,0.02,200.5636727
70.1,3.1,0.03,200.58984
80.1,2.1,0.08,200.5938182
80.1,0.1,0.08,200.5966222
80.1,1.1,0.08,200.60308
80.1,0.1,0.09,200.61916
80.1,2.1,0.09,200.6195
80.1,1.1,0.09,200.62908
80.1,2.1,0.1,200.632
80.1,0.1,0.1,200.6352
80.1,2.1,0.11,200.6561667
80.1,0.1,0.11,200.6585455
80.1,2.1,0.12,200.6661667
80.1,1.1,0.11,200.6766182
80.1,1.1,0.12,200.6884364
80.1,2.1,0.13,200.6927692
80.1,1.1,0.13,200.6929
80.1,0.1,0.13,200.6949091
80.1,4.1,0.04,200.7087692
60.1,5.1,0.01,200.71535
70.1,4.1,0.09,200.7718
60.1,4.1,0.09,200.7760571
70.1,4.1,0.1,200.7926909
70.1,3.1,0.13,200.9375429
70.1,5.1,0.02,201.2784
70.1,5.1,0.03,201.3561
70.1,1.1,0.06,201.3924
70.1,1.1,0.08,201.47816
70.1,2.1,0.2,201.5086667
60.1,5.1,0.04,201.5316889
70.1,2.1,0.21,201.562
60.1,2.1,0.08,202.6245333
60.1,2.1,0.15,202.7484571
50.1,3.1,0.09,203.8354
50.1,3.1,0.2,204.1173143
40.1,4.1,0.17,205.8822222
40.1,4.1,0.18,205.8985
100.1,5.1,0.03,208.5351
80.1,5.1,0.01,209.5260889
110.1,1.1,0.15,209.5617333
80.1,5.1,0.03,209.56285
80.1,5.1,0.04,209.5872
80.1,6.1,0.01,209.60025
80.1,4.1,0.02,209.6006667
80.1,5.1,0.05,209.6016444
90.1,4.1,0.09,209.6033143
80.1,6.1,0.02,209.61275
80.1,4.1,0.03,209.6155
90.1,5.1,0.03,209.62925
80.1,5.1,0.06,209.6316889
80.1,5.1,0.07,209.6461333
90.1,3.1,0.11,209.6777143
80.1,5.1,0.08,209.6783556
80.1,5.1,0.09,209.6928
90.1,4.1,0.13,210.4916
70.1,2.1,0.02,210.50592
80.1,0.1,0.12,210.566
80.1,4.1,0.14,210.5733333
80.1,0.1,0.15,210.616
80.1,1.1,0.19,210.6697
80.1,1.1,0.2,210.8321143
80.1,6.1,0.05,211.3873333
80.1,0.1,0.14,211.514
80.1,3.1,0.16,211.5493
80.1,0.1,0.16,211.578
80.1,4.1,0.1,211.6508
90.1,1.1,0.09,211.6542
90.1,1.1,0.11,211.6762
90.1,1.1,0.14,211.7002
90.1,1.1,0.15,211.7162
90.1,1.1,0.16,211.7182
90.1,1.1,0.18,211.7312727
90.1,1.1,0.19,211.7442
90.1,1.1,0.21,211.7642
60.1,2.1,0.02,212.4072
60.1,2.1,0.03,212.4488
60.1,2.1,0.04,212.4788
60.1,2.1,0.05,212.5570667
70.1,1.1,0.14,212.5622
70.1,1.1,0.15,212.59216
80.1,2.1,0.02,212.61496
70.1,1.1,0.2,212.65416
70.1,1.1,0.13,212.65616
70.1,2.1,0.07,212.69945
70.1,2.1,0.08,212.70945
70.1,4.1,0.02,212.7150667
70.1,1.1,0.19,212.7435429
70.1,1.1,0.21,212.7596
70.1,0.1,0.05,213.5024
70.1,0.1,0.06,213.5174
70.1,0.1,0.07,213.5374
70.1,0.1,0.08,213.55032
70.1,0.1,0.09,213.57232
70.1,0.1,0.1,213.5784
70.1,0.1,0.11,213.5964
70.1,0.1,0.13,213.6204
70.1,0.1,0.14,213.6264
70.1,0.1,0.15,213.6444
70.1,0.1,0.18,213.6624
70.1,0.1,0.2,213.6784
70.1,0.1,0.19,213.6804
70.1,0.1,0.21,213.6924
50.1,2.1,0.18,213.8357333
60.1,1.1,0.04,214.53632
60.1,1.1,0.05,214.5672667
60.1,1.1,0.06,214.57232
60.1,1.1,0.12,214.59232
60.1,1.1,0.11,214.5939333
60.1,1.1,0.07,214.6006
60.1,1.1,0.08,214.6039333
60.1,1.1,0.14,214.61632
60.1,1.1,0.13,214.6206
60.1,1.1,0.15,214.64632
60.1,1.1,0.2,214.65632
60.1,1.1,0.21,214.68632
50.1,1.1,0.02,216.5525333
50.1,1.1,0.03,216.5825333
100.1,3.1,0.12,216.7096571
90.1,2.1,0.2,217.5255333
90.1,6.1,0.03,217.5548667
90.1,6.1,0.04,217.5844571
90.1,6.1,0.05,217.6015333
90.1,4.1,0.08,217.6790286
90.1,4.1,0.11,217.7518857
90.1,3.1,0.16,217.8442222
90.1,2.1,0.16,217.89424
90.1,2.1,0.17,217.9273
80.1,4.1,0.08,218.374
80.1,4.1,0.11,218.45
80.1,3.1,0.1,218.4568
80.1,4.1,0.12,218.4766667
80.1,3.1,0.12,218.5004
80.1,3.1,0.13,218.5352444
80.1,3.1,0.14,218.55565
80.1,2.1,0.14,218.55825
80.1,3.1,0.15,218.57315
80.1,2.1,0.16,218.609
80.1,2.1,0.17,218.627
80.1,2.1,0.18,218.6453333
40.1,1.1,0.1,218.7452
40.1,1.1,0.12,218.7613333
70.1,5.1,0.01,219.4000571
70.1,5.1,0.05,219.4347333
40.1,1.1,0.13,219.488
70.1,5.1,0.07,219.4886286
40.1,1.1,0.11,219.49
80.1,2.1,0.19,219.502
70.1,5.1,0.08,219.5191
70.1,5.1,0.09,219.5266
50.1,1.1,0.06,219.5925333
70.1,4.1,0.12,219.5950667
70.1,4.1,0.13,219.6184
70.1,3.1,0.14,219.64435
70.1,4.1,0.14,219.6461778
70.1,4.1,0.15,219.6539556
70.1,3.1,0.15,219.6674222
70.1,4.1,0.16,219.6839556
70.1,3.1,0.16,219.6952
70.1,3.1,0.17,219.7029778
70.1,2.1,0.17,219.722
70.1,3.1,0.18,219.73185
70.1,3.1,0.19,219.7407556
70.1,2.1,0.16,220.582
70.1,2.1,0.18,220.652
70.1,2.1,0.19,220.657
60.1,4.1,0.16,220.743775
60.1,4.1,0.19,220.7582182
60.1,4.1,0.03,221.5666667
60.1,4.1,0.02,221.5666667
60.1,2.1,0.12,221.8149143
60.1,2.1,0.13,221.8170667
60.1,2.1,0.14,221.8537333
60.1,2.1,0.16,221.90008
60.1,2.1,0.17,221.90216
60.1,2.1,0.18,221.94416
60.1,2.1,0.19,221.94616
60.1,6.1,0.05,222.1786
60.1,5.1,0.13,222.29872
60.1,5.1,0.14,222.30872
100.1,3.1,0.09,224.5942
30.1,3.1,0.12,225.05064
30.1,3.1,0.19,225.20264
30.1,3.1,0.21,225.26264
50.1,4.1,0.19,225.32
50.1,4.1,0.21,225.38
80.1,3.1,0.05,225.5692
80.1,3.1,0.06,225.58776
50.1,3.1,0.17,225.60012
80.1,5.1,0.02,226.3642667
90.1,0.1,0.09,226.4548
90.1,1.1,0.08,226.4636
90.1,6.1,0.02,226.48144
90.1,2.1,0.07,226.4924
90.1,0.1,0.1,226.4962667
90.1,2.1,0.08,226.5222
90.1,0.1,0.15,226.5434
90.1,1.1,0.1,226.5493333
90.1,2.1,0.09,226.5589333
80.1,1.1,0.01,226.5649143
90.1,0.1,0.16,226.5696
80.1,0.1,0.07,226.5749
90.1,2.1,0.1,226.5822
80.1,1.1,0.02,226.5949714
90.1,2.1,0.11,226.6122
80.1,0.1,0.17,226.685
90.1,3.1,0.14,226.742
60.1,4.1,0.11,226.74805
60.1,4.1,0.13,226.7789143
70.1,0.1,0.02,227.4428
80.1,4.1,0.06,227.456
70.1,0.1,0.03,227.4828
70.1,0.1,0.04,227.5092
80.1,3.1,0.2,227.6233143
80.1,0.1,0.18,227.778
80.1,0.1,0.19,227.888
80.1,0.1,0.2,227.898
80.1,0.1,0.21,227.9273333
80.1,4.1,0.09,228.5016
70.1,0.1,0.16,228.6025
70.1,0.1,0.01,228.6036571
70.1,0.1,0.12,228.7022857
60.1,2.1,0.2,228.7692571
60.1,3.1,0.19,228.8562286
60.1,3.1,0.2,228.8605143
50.1,3.1,0.01,229.5492571
50.1,2.1,0.1,229.6056667
50.1,2.1,0.12,229.629
60.1,0.1,0.17,229.8241333
60.1,0.1,0.2,229.8608
60.1,3.1,0.15,230.5494
50.1,1.1,0.08,230.5767429
60.1,4.1,0.12,231.4241
60.1,0.1,0.08,231.4384
60.1,0.1,0.07,231.4448
50.1,1.1,0.07,231.4558667
60.1,4.1,0.14,231.4691
50.1,1.1,0.09,231.4792
60.1,0.1,0.1,231.4884
60.1,0.1,0.09,231.4884
60.1,0.1,0.01,231.51848
60.1,0.1,0.02,231.54848
50.1,0.1,0.01,231.5627333
60.1,0.1,0.03,231.5740667
60.1,0.1,0.04,231.5907333
50.1,0.1,0.02,231.5994
60.1,0.1,0.05,231.6108
60.1,0.1,0.06,231.6208
60.1,0.1,0.21,231.7824
60.1,3.1,0.21,231.8207
30.1,3.1,0.06,232.2884
30.1,3.1,0.07,232.3808
50.1,0.1,0.13,232.5344
60.1,1.1,0.19,232.7108
40.1,0.1,0.09,233.6074857
40.1,3.1,0.17,235.6396
80.1,4.1,0.13,236.5
80.1,4.1,0.15,236.6146667
40.1,1.1,0.01,236.8172
80.1,1.1,0.14,237.5128
40.1,1.1,0.02,237.53312
70.1,1.1,0.05,238.5124
60.1,4.1,0.08,239.5841
70.1,1.1,0.16,239.6722
30.1,2.1,0.06,239.9030857
60.1,2.1,0.06,240.4572
60.1,5.1,0.02,240.4987
70.1,0.1,0.17,240.513
60.1,5.1,0.03,240.5238
60.1,5.1,0.05,240.5344
60.1,5.1,0.06,240.5577333
60.1,5.1,0.07,240.5888
60.1,5.1,0.08,240.6088
60.1,2.1,0.11,240.74208
60.1,2.1,0.1,241.5346
60.1,3.1,0.17,241.7644667
60.1,3.1,0.18,241.7744667
50.1,3.1,0.13,241.9088
50.1,3.1,0.14,241.93016
50.1,3.1,0.15,241.95616
30.1,3.1,0.09,242.4474667
50.1,0.1,0.07,242.48088
50.1,0.1,0.08,242.4931
50.1,1.1,0.04,242.55464
60.1,0.1,0.11,242.6152
60.1,0.1,0.12,242.63256
60.1,0.1,0.13,242.6602
50.1,1.1,0.11,242.7377455
30.1,2.1,0.21,243.17076
90.1,5.1,0.04,243.9258
90.1,5.1,0.05,243.9358
80.1,1.1,0.07,243.95708
40.1,0.1,0.01,243.99872
80.1,1.1,0.1,244.02508
90.1,5.1,0.1,244.0638
40.1,0.1,0.02,244.0804
80.1,1.1,0.21,244.25712
30.1,2.1,0.01,244.38276
30.1,2.1,0.2,244.65276
30.1,3.1,0.17,244.69328
50.1,0.1,0.03,244.8031
50.1,0.1,0.04,244.8231
40.1,0.1,0.18,244.82572
60.1,6.1,0.04,244.8286
70.1,3.1,0.2,244.84788
50.1,0.1,0.17,244.8828
50.1,0.1,0.18,244.8861333
60.1,6.1,0.06,244.9086
50.1,0.1,0.19,244.91296
50.1,0.1,0.2,244.91496
70.1,3.1,0.21,244.93788
50.1,0.1,0.21,244.9461333
80.1,2.1,0.03,245.11696
80.1,2.1,0.04,245.12696
70.1,5.1,0.04,245.34764
60.1,6.1,0.02,245.3686
70.1,5.1,0.06,245.38764
60.1,6.1,0.03,245.4186
70.1,1.1,0.18,245.50808
50.1,0.1,0.16,245.55096
60.1,5.1,0.09,245.59872
60.1,5.1,0.1,245.60872
60.1,5.1,0.11,245.63872
60.1,5.1,0.12,245.64872
60.1,4.1,0.2,246.50884
60.1,1.1,0.09,246.51916
60.1,3.1,0.08,246.58892
60.1,4.1,0.21,246.61884
20.1,1.1,0.14,246.677225
60.1,1.1,0.17,246.87916
60.1,1.1,0.01,247.11916
60.1,3.1,0.13,247.19896
50.1,3.1,0.16,247.59012
20.1,2.1,0.01,247.96416
50.1,3.1,0.03,248.22008
50.1,3.1,0.04,248.23008
50.1,3.1,0.06,248.29008
40.1,1.1,0.06,248.49156
40.1,1.1,0.05,248.50156
40.1,1.1,0.08,248.57156
30.1,4.1,0.01,248.98248
30.1,4.1,0.02,249.01048
40.1,2.1,0.14,249.990496
40.1,2.1,0.16,250.04948
40.1,2.1,0.17,250.06948
40.1,2.1,0.18,250.08948
40.1,2.1,0.19,250.12948
40.1,2.1,0.2,250.12948
40.1,1.1,0.2,250.1296
60.1,4.1,0.1,250.5500667
40.1,2.1,0.21,251.10948
50.1,3.1,0.02,251.5537333
50.1,2.1,0.14,251.7125
50.1,2.1,0.15,251.7325
50.1,2.1,0.16,251.7476
20.1,1.1,0.01,252.30432
20.1,1.1,0.05,252.38432
20.1,1.1,0.06,252.39432
20.1,1.1,0.08,252.41432
20.1,1.1,0.1,252.43432
20.1,1.1,0.12,252.43436
20.1,1.1,0.11,252.44432
20.1,1.1,0.16,252.47436
20.1,1.1,0.15,252.48436
20.1,1.1,0.07,252.58432
20.1,1.1,0.09,252.60432
50.1,3.1,0.12,252.61416
30.1,2.1,0.08,253.0019
50.1,2.1,0.21,253.7326
30.1,3.1,0.18,253.7604889
50.1,2.1,0.17,254.4861333
50.1,2.1,0.19,254.5426
50.1,5.1,0.01,254.5950667
30.1,1.1,0.16,255.7968667
30.1,1.1,0.18,255.8035333
30.1,1.1,0.2,255.8318857
30.1,1.1,0.19,255.8447429
30.1,1.1,0.17,255.8668667
30.1,1.1,0.21,255.8761714
40.1,0.1,0.07,256.4688
40.1,0.1,0.03,256.4704
40.1,0.1,0.04,256.4914
40.1,0.1,0.05,256.5242667
40.1,0.1,0.06,256.5414
40.1,0.1,0.11,256.5806
40.1,0.1,0.08,256.5819333
40.1,0.1,0.13,256.6206
40.1,0.1,0.1,256.6216
40.1,0.1,0.12,256.6554
40.1,0.1,0.14,256.6820667
40.1,0.1,0.15,256.7110667
40.1,1.1,0.04,257.4815333
40.1,1.1,0.21,258.488
40.1,0.1,0.17,258.4892
40.1,0.1,0.2,258.5402
40.1,0.1,0.19,258.5906
40.1,0.1,0.16,258.6354
40.1,1.1,0.07,259.6004
30.1,4.1,0.08,260.8043
30.1,4.1,0.1,260.8780667
30.1,2.1,0.05,261.5245143
30.1,0.1,0.05,262.7274909
30.1,0.1,0.07,262.78904
30.1,0.1,0.2,262.86004
30.1,0.1,0.21,262.8729455
30.1,3.1,0.01,265.6226
30.1,3.1,0.02,265.69264
30.1,3.1,0.03,265.76264
30.1,4.1,0.06,266.55348
20.1,0.1,0.06,266.76148
20.1,0.1,0.08,266.78348
20.1,0.1,0.07,266.8125333
20.1,0.1,0.1,266.82148
20.1,0.1,0.09,266.83648
20.1,0.1,0.11,266.8925333
30.1,2.1,0.11,268.7995111
30.1,2.1,0.12,268.8127333
30.1,2.1,0.13,268.8284
30.1,1.1,0.02,270.81288
30.1,1.1,0.03,270.84288
30.1,1.1,0.04,270.85388
30.1,1.1,0.05,270.88288
30.1,1.1,0.06,270.89392
30.1,1.1,0.01,270.90288
30.1,1.1,0.08,270.91392
30.1,1.1,0.07,270.92292
30.1,1.1,0.09,270.94292
30.1,1.1,0.1,270.95392
30.1,0.1,0.02,273.373
30.1,3.1,0.05,273.42264
30.1,3.1,0.04,273.45364
30.1,0.1,0.09,273.54304
30.1,0.1,0.11,273.68304
30.1,0.1,0.13,273.72304
30.1,0.1,0.15,273.74304
30.1,0.1,0.17,273.78304
30.1,2.1,0.02,273.85276
30.1,2.1,0.03,273.86276
30.1,2.1,0.04,273.89376
30.1,2.1,0.07,274.05076
30.1,2.1,0.14,274.27376
30.1,2.1,0.15,274.28276
30.1,2.1,0.16,274.31376
30.1,2.1,0.17,274.32276
30.1,2.1,0.18,274.35376
60.1,6.1,0.01,274.3786
30.1,2.1,0.19,274.38276
60.1,4.1,0.01,274.5788
60.1,3.1,0.11,274.83892
60.1,4.1,0.15,274.85884
60.1,2.1,0.07,274.91904
60.1,3.1,0.14,274.94996
60.1,3.1,0.03,275.05892
60.1,3.1,0.04,275.08992
60.1,3.1,0.05,275.11892
50.1,2.1,0.01,275.1202
60.1,1.1,0.16,275.12716
60.1,3.1,0.06,275.12992
60.1,4.1,0.18,275.16684
50.1,2.1,0.02,275.1702
