KP,KI,DELAY,SETTLINGTIME
60.1,1.1,0.18,275.189518
60.1,3.1,0.1,275.22992
60.1,2.1,0.21,275.33908
60.1,4.1,0.06,275.3498
60.1,3.1,0.01,275.49892
60.1,3.1,0.02,275.50892
60.1,4.1,0.04,275.6898
60.1,3.1,0.12,275.72996
60.1,4.1,0.05,275.7388
30.1,3.1,0.08,275.77364
60.1,4.1,0.07,275.7988
30.1,3.1,0.1,275.83364
60.1,2.1,0.01,275.83904
70.1,1.1,0.17,275.97808
30.1,3.1,0.16,276.03064
60.1,2.1,0.09,276.13904
50.1,2.1,0.06,276.2312
60.1,3.1,0.16,276.24996
50.1,2.1,0.08,276.2712
50.1,1.1,0.16,276.27136
50.1,2.1,0.05,276.2802
50.1,2.1,0.07,276.3402
50.1,5.1,0.02,276.36984
40.1,2.1,0.02,276.43144
50.1,5.1,0.03,276.43984
50.1,5.1,0.04,276.45084
40.1,2.1,0.03,276.46144
40.1,2.1,0.04,276.47244
50.1,3.1,0.1,276.49108
40.1,2.1,0.06,276.51244
60.1,4.1,0.17,276.51884
50.1,4.1,0.1,276.53096
40.1,2.1,0.01,276.54144
50.1,5.1,0.06,276.57084
50.1,5.1,0.05,276.59984
50.1,4.1,0.01,276.59996
40.1,4.1,0.01,276.60116
50.1,6.1,0.01,276.61972
50.1,4.1,0.04,276.63096
40.1,4.1,0.02,276.63116
40.1,3.1,0.02,276.63132
40.1,4.1,0.08,276.6922
50.1,2.1,0.03,276.7002
50.1,5.1,0.08,276.71084
50.1,4.1,0.12,276.71096
50.1,5.1,0.07,276.71984
50.1,3.1,0.07,276.72008
40.1,4.1,0.1,276.7322
50.1,5.1,0.09,276.75984
50.1,4.1,0.11,276.75996
40.1,4.1,0.11,276.7612
40.1,4.1,0.12,276.7722
50.1,4.1,0.14,276.791
50.1,4.1,0.13,276.79996
40.1,4.1,0.13,276.8012
50.1,4.1,0.16,276.831
40.1,4.1,0.14,276.8322
50.1,4.1,0.15,276.84
40.1,4.1,0.09,276.8412
40.1,4.1,0.15,276.8412
60.1,1.1,0.1,276.87016
50.1,4.1,0.18,276.871
50.1,4.1,0.17,276.88
50.1,1.1,0.05,276.90032
40.1,1.1,0.14,277.0496
40.1,4.1,0.2,277.0892
40.1,4.1,0.19,277.1492
40.1,4.1,0.21,277.2046
40.1,3.1,0.2,277.25232
60.1,3.1,0.09,277.27892
50.1,6.1,0.02,277.32972
60.1,1.1,0.02,277.34916
60.1,1.1,0.03,277.35916
50.1,4.1,0.02,277.38996
50.1,4.1,0.06,277.39096
50.1,6.1,0.03,277.39972
50.1,3.1,0.21,277.42012
50.1,4.1,0.03,277.43996
50.1,3.1,0.08,277.47108
50.1,4.1,0.05,277.51996
40.1,2.1,0.05,277.58144
40.1,2.1,0.08,277.59244
30.1,3.1,0.11,277.60264
50.1,6.1,0.04,277.61072
40.1,2.1,0.07,277.62144
30.1,3.1,0.13,277.66264
50.1,3.1,0.11,277.68008
50.1,2.1,0.09,277.6802
50.1,2.1,0.11,277.7202
50.1,2.1,0.13,277.7402
50.1,3.1,0.19,277.78012
40.1,3.1,0.03,277.82132
30.1,3.1,0.15,277.82264
40.1,3.1,0.19,277.84132
50.1,2.1,0.2,277.87124
40.1,3.1,0.06,277.87232
40.1,3.1,0.05,277.88132
40.1,3.1,0.04,277.89232
40.1,3.1,0.07,277.92132
40.1,3.1,0.08,277.93232
60.1,0.1,0.14,277.95028
40.1,3.1,0.09,277.96132
40.1,3.1,0.11,277.98132
60.1,0.1,0.16,278.04728
40.1,4.1,0.16,278.0492
60.1,0.1,0.15,278.06728
50.1,1.1,0.17,278.08836
60.1,0.1,0.18,278.10728
60.1,0.1,0.19,278.12728
40.1,3.1,0.21,278.16932
50.1,4.1,0.07,278.25996
50.1,1.1,0.01,278.30032
50.1,4.1,0.08,278.31096
50.1,3.1,0.05,278.48008
20.1,1.1,0.02,278.49432
50.1,2.1,0.04,278.5312
50.1,5.1,0.1,278.55084
50.1,5.1,0.12,278.57084
50.1,5.1,0.11,278.59592
50.1,4.1,0.09,278.59996
50.1,5.1,0.13,278.61984
50.1,5.1,0.14,278.63088
40.1,5.1,0.02,278.63104
30.1,4.1,0.03,278.64248
30.1,1.1,0.12,278.6927333
30.1,3.1,0.2,278.69364
30.1,1.1,0.11,278.6966
40.1,5.1,0.05,278.70104
50.1,3.1,0.18,278.71112
30.1,1.1,0.14,278.7394
40.1,5.1,0.03,278.74104
30.1,1.1,0.13,278.7417333
40.1,5.1,0.04,278.75204
40.1,2.1,0.13,278.78144
30.1,1.1,0.15,278.7884
40.1,5.1,0.06,278.79204
50.1,1.1,0.18,278.81136
40.1,2.1,0.15,278.82144
50.1,1.1,0.19,278.84036
40.1,4.1,0.06,278.9322
50.1,1.1,0.21,279.08836
40.1,2.1,0.1,279.17244
40.1,2.1,0.12,279.29244
50.1,1.1,0.1,279.41132
50.1,1.1,0.12,279.45132
50.1,0.1,0.05,279.46044
50.1,1.1,0.14,279.49132
50.1,0.1,0.06,279.49144
40.1,3.1,0.18,279.55232
50.1,1.1,0.13,279.58032
50.1,1.1,0.15,279.62036
40.1,2.1,0.09,279.74144
40.1,2.1,0.11,279.76144
30.1,4.1,0.07,279.82248
40.1,1.1,0.03,280.10156
50.1,0.1,0.09,280.38044
50.1,0.1,0.1,280.41144
50.1,0.1,0.11,280.44044
50.1,0.1,0.12,280.45144
50.1,0.1,0.14,280.51148
50.1,0.1,0.15,280.52048
40.1,4.1,0.05,280.5212
20.1,1.1,0.13,281.36436
40.1,5.1,0.01,281.5354667
30.1,4.1,0.09,281.54252
30.1,4.1,0.11,281.58252
20.1,1.1,0.03,281.84432
20.1,1.1,0.04,281.85532
40.1,0.1,0.21,282.34172
30.1,3.1,0.14,283.3494
50.1,4.1,0.2,283.683
20.1,2.1,0.02,284.7256
20.1,2.1,0.03,284.7489333
20.1,2.1,0.05,284.7956667
20.1,2.1,0.06,284.8066667
20.1,2.1,0.07,284.829
20.1,2.1,0.08,284.8366667
40.1,1.1,0.09,285.84156
40.1,1.1,0.15,285.9616
40.1,1.1,0.17,285.9816
40.1,1.1,0.16,285.99116
40.1,1.1,0.18,286.0496
40.1,1.1,0.19,286.0696
20.1,1.1,0.2,286.88724
20.1,1.1,0.18,287.5900667
20.1,1.1,0.17,287.6168444
20.1,1.1,0.19,287.6235111
20.1,1.1,0.21,287.6479556
30.1,2.1,0.09,288.38276
30.1,2.1,0.1,288.63376
30.1,8.1,0.21,289.7738182
20.1,2.1,0.09,291.6442
20.1,2.1,0.11,291.8042
20.1,2.1,0.12,291.8352
20.1,2.1,0.13,291.8842
20.1,2.1,0.14,291.8952
20.1,2.1,0.16,291.9752
20.1,2.1,0.21,292.9242
30.1,4.1,0.05,294.62248
30.1,4.1,0.04,295.93348
20.1,0.1,0.19,296.8342545
20.1,0.1,0.21,296.85648
20.1,0.1,0.01,298.18448
20.1,0.1,0.14,299.81548
20.1,0.1,0.16,300.13248
20.1,2.1,0.04,300.5703333
20.1,3.1,0.02,302.2392
20.1,2.1,0.17,302.746
20.1,2.1,0.18,302.7636667
20.1,2.1,0.19,302.7925
20.1,2.1,0.2,302.8185
10.1,1.1,0.06,304.23688
10.1,1.1,0.05,304.26584
10.1,1.1,0.08,304.29688
10.1,1.1,0.1,304.31688
20.1,3.1,0.01,304.3321333
10.1,1.1,0.11,304.34588
20.1,2.1,0.15,305.0105
20.1,2.1,0.1,305.0655
10.1,0.1,0.12,310.09505
10.1,1.1,0.16,320.69076
10.1,1.1,0.18,320.7227
10.1,1.1,0.2,320.77476
10.1,1.1,0.01,320.7912
10.1,1.1,0.21,320.81976
10.1,1.1,0.02,321.5348
10.1,1.1,0.03,321.5914667
10.1,1.1,0.04,321.6158
10.1,1.1,0.07,321.7214
10.1,1.1,0.12,321.7524
10.1,1.1,0.09,321.7614
10.1,1.1,0.14,321.9124
10.1,1.1,0.13,322.0388
10.1,0.1,0.06,322.0401
10.1,0.1,0.05,322.056355
10.1,0.1,0.08,322.06408
10.1,0.1,0.07,322.086855
10.1,0.1,0.1,322.08808
10.1,0.1,0.09,322.106855
10.1,1.1,0.15,322.17074
10.1,1.1,0.17,322.2708
10.1,1.1,0.19,322.5414
