KP,KI,DELAY,SETTLINGTIME
100.1,1.1,0.02,183.41292
110.1,2.1,0.05,183.4132267
100.1,0.1,0.13,183.41384
110.1,3.6,0.04,183.41656
110.1,4.6,0.04,183.41656
110.1,2.6,0.04,183.41792
110.1,3.1,0.04,183.41792
110.1,1.6,0.07,183.4198933
90.1,0.1,0.03,183.42384
90.1,0.1,0.16,183.42568
110.1,4.1,0.05,183.42656
100.1,0.6,0.07,183.42656
100.1,1.1,0.03,183.42792
110.1,2.1,0.06,183.42792
110.1,2.6,0.06,183.4298933
110.1,4.6,0.05,183.43292
110.1,1.6,0.08,183.43292
110.1,3.6,0.05,183.4332267
110.1,1.1,0.13,183.4332267
90.1,0.1,0.17,183.43568
100.1,0.6,0.08,183.43656
100.1,0.1,0.14,183.43656
110.1,2.6,0.05,183.43792
110.1,3.1,0.05,183.44292
100.1,1.1,0.04,183.44292
110.1,4.1,0.06,183.44292
110.1,1.1,0.14,183.4432267
90.1,0.1,0.04,183.44384
100.1,0.1,0.18,183.44384
110.1,2.1,0.07,183.44656
110.1,2.6,0.07,183.44792
110.1,3.6,0.06,183.44792
110.1,3.1,0.06,183.45292
110.1,1.6,0.09,183.45292
110.1,2.1,0.08,183.45656
100.1,1.6,0.01,183.4598933
100.1,1.1,0.05,183.4598933
110.1,4.1,0.07,183.4598933
100.1,0.6,0.09,183.4598933
100.1,0.1,0.15,183.4598933
110.1,1.6,0.1,183.46292
110.1,3.6,0.07,183.46792
110.1,2.6,0.08,183.4698933
110.1,1.6,0.12,183.4698933
100.1,1.1,0.06,183.47292
110.1,3.1,0.07,183.47292
90.1,0.1,0.05,183.4732267
110.1,2.1,0.09,183.4732267
100.1,0.1,0.16,183.47656
100.1,1.6,0.02,183.47792
110.1,3.6,0.08,183.47792
100.1,0.6,0.1,183.47792
110.1,2.6,0.09,183.47792
110.1,1.6,0.11,183.4798933
100.1,5.6,0.01,183.480736
100.1,5.1,0.01,183.48292
100.1,6.1,0.01,183.48292
110.1,3.1,0.08,183.48292
110.1,2.1,0.1,183.4832267
90.1,0.1,0.06,183.48384
110.1,3.1,0.09,183.48656
100.1,0.6,0.19,183.48656
90.1,7.1,0.01,183.48792
100.1,2.1,0.01,183.48792
100.1,4.6,0.01,183.48792
110.1,1.6,0.13,183.48792
100.1,4.1,0.01,183.49292
100.1,1.6,0.03,183.49292
100.1,1.1,0.07,183.49292
110.1,1.6,0.14,183.49656
100.1,5.6,0.02,183.49792
110.1,2.6,0.1,183.49792
110.1,3.1,0.1,183.49792
100.1,0.6,0.11,183.49792
100.1,5.1,0.02,183.502736
100.1,6.1,0.02,183.502736
100.1,2.6,0.01,183.50292
100.1,3.6,0.01,183.50292
110.1,2.1,0.11,183.50292
100.1,4.6,0.02,183.50292
100.1,1.1,0.08,183.5032267
90.1,0.1,0.07,183.50656
100.1,0.1,0.17,183.50656
100.1,2.1,0.02,183.50792
100.1,1.6,0.04,183.50792
100.1,3.1,0.01,183.51292
100.1,4.1,0.02,183.51292
100.1,0.6,0.12,183.51292
110.1,2.1,0.12,183.51292
90.1,0.1,0.18,183.51384
100.1,5.1,0.03,183.51792
100.1,5.6,0.03,183.51792
110.1,2.6,0.11,183.51792
100.1,3.6,0.02,183.518736
100.1,4.6,0.03,183.52292
100.1,1.6,0.05,183.52292
100.1,1.1,0.09,183.52292
80.1,0.1,0.1,183.52568
100.1,2.6,0.02,183.52792
100.1,4.1,0.03,183.528736
100.1,3.1,0.02,183.530736
110.1,2.1,0.13,183.53292
90.1,0.1,0.19,183.53384
100.1,1.1,0.1,183.53656
100.1,1.1,0.18,183.53656
100.1,5.1,0.04,183.53792
100.1,5.6,0.04,183.53792
100.1,1.6,0.06,183.53792
100.1,2.1,0.03,183.53792
100.1,3.6,0.03,183.53792
100.1,0.6,0.13,183.53792
100.1,2.6,0.03,183.54292
100.1,4.6,0.04,183.54292
100.1,3.1,0.03,183.54792
100.1,4.1,0.04,183.54792
100.1,0.6,0.14,183.5498933
100.1,2.1,0.04,183.55292
100.1,1.6,0.07,183.55292
80.1,0.1,0.11,183.55568
100.1,2.6,0.04,183.55792
100.1,3.6,0.04,183.55792
100.1,5.1,0.05,183.55792
100.1,1.1,0.11,183.55792
100.1,4.6,0.05,183.56292
100.1,3.1,0.04,183.566736
100.1,2.1,0.05,183.56792
100.1,4.1,0.05,183.56792
100.1,0.6,0.15,183.56792
100.1,1.6,0.08,183.56792
100.1,0.6,0.18,183.56792
100.1,3.6,0.05,183.57292
100.1,1.1,0.12,183.57292
100.1,2.6,0.06,183.57792
90.1,6.6,0.01,183.57792
100.1,2.6,0.05,183.57792
100.1,2.1,0.06,183.578736
100.1,5.1,0.06,183.578736
100.1,4.6,0.06,183.582736
100.1,3.1,0.05,183.58292
100.1,1.6,0.09,183.58292
100.1,0.6,0.16,183.58292
90.1,0.6,0.01,183.58384
80.1,0.1,0.12,183.58568
90.1,0.6,0.03,183.58656
100.1,1.1,0.13,183.58792
100.1,4.1,0.06,183.58792
100.1,3.6,0.06,183.59292
100.1,2.1,0.08,183.59292
90.1,0.1,0.2,183.59384
90.1,6.6,0.02,183.594736
90.1,0.6,0.02,183.59656
100.1,2.1,0.07,183.596736
100.1,2.6,0.07,183.596736
100.1,1.6,0.1,183.59792
90.1,6.1,0.01,183.60292
100.1,3.1,0.06,183.60292
100.1,4.6,0.07,183.60292
100.1,1.1,0.14,183.60292
90.1,0.6,0.04,183.6032267
90.1,1.1,0.04,183.6032267
90.1,0.1,0.21,183.60384
100.1,3.1,0.07,183.60792
100.1,4.1,0.07,183.60792
100.1,0.6,0.17,183.60792
100.1,2.6,0.08,183.60792
100.1,4.6,0.08,183.60792
100.1,2.1,0.09,183.608736
90.1,5.6,0.01,183.61292
100.1,3.6,0.07,183.61292
100.1,1.6,0.11,183.61292
100.1,1.1,0.17,183.61292
80.1,0.1,0.13,183.61568
90.1,6.1,0.02,183.61792
90.1,5.1,0.01,183.61792
100.1,2.1,0.1,183.618736
90.1,0.6,0.05,183.6198933
90.1,6.6,0.03,183.62292
100.1,1.1,0.15,183.62292
100.1,3.1,0.08,183.62292
90.1,1.1,0.05,183.62656
90.1,4.6,0.01,183.62792
100.1,2.6,0.09,183.62792
90.1,5.6,0.02,183.62792
100.1,4.1,0.08,183.62792
100.1,1.6,0.12,183.62792
90.1,5.1,0.02,183.63292
100.1,4.1,0.09,183.63292
100.1,3.6,0.08,183.634736
90.1,0.6,0.06,183.63656
90.1,5.6,0.08,183.63792
100.1,1.1,0.16,183.63792
90.1,6.1,0.03,183.63792
100.1,3.6,0.09,183.63792
100.1,2.1,0.11,183.63792
100.1,3.6,0.1,183.642736
90.1,4.6,0.02,183.64292
90.1,5.6,0.03,183.64292
100.1,3.1,0.09,183.64292
100.1,2.6,0.1,183.64292
100.1,3.1,0.1,183.64292
90.1,1.1,0.06,183.6432267
100.1,1.6,0.13,183.644736
80.1,0.1,0.14,183.64568
90.1,1.6,0.02,183.64792
90.1,5.1,0.03,183.65292
100.1,2.1,0.12,183.65292
90.1,0.6,0.07,183.6532267
100.1,1.6,0.14,183.65792
90.1,4.6,0.03,183.65792
90.1,1.1,0.01,183.6598933
90.1,1.6,0.03,183.6598933
90.1,1.1,0.07,183.6598933
100.1,3.6,0.11,183.660736
100.1,2.6,0.11,183.66292
100.1,3.1,0.11,183.66292
90.1,5.6,0.04,183.66292
90.1,0.6,0.16,183.66384
90.1,5.1,0.04,183.66792
90.1,6.1,0.04,183.66792
100.1,2.6,0.12,183.66792
100.1,2.1,0.13,183.668736
90.1,0.6,0.08,183.6698933
100.1,1.6,0.17,183.67292
90.1,4.1,0.01,183.6732267
80.1,0.1,0.15,183.67568
90.1,1.1,0.02,183.67656
90.1,1.6,0.04,183.67656
90.1,1.1,0.08,183.67656
90.1,4.6,0.04,183.67792
100.1,3.1,0.12,183.67792
100.1,2.1,0.16,183.67792
90.1,5.6,0.05,183.67792
90.1,2.6,0.01,183.6798933
90.1,3.6,0.01,183.68292
90.1,5.1,0.05,183.68292
90.1,6.1,0.05,183.68292
100.1,2.1,0.14,183.68292
100.1,1.6,0.15,183.68292
90.1,4.1,0.04,183.6832267
90.1,2.1,0.01,183.68656
90.1,0.6,0.09,183.68656
100.1,2.6,0.13,183.68792
90.1,4.1,0.02,183.6898933
90.1,4.6,0.05,183.69292
90.1,3.1,0.01,183.6932267
90.1,1.1,0.03,183.6932267
90.1,1.6,0.05,183.6932267
90.1,1.1,0.09,183.6932267
90.1,0.6,0.17,183.69384
100.1,1.6,0.16,183.694736
90.1,2.1,0.02,183.69656
90.1,2.6,0.02,183.69656
90.1,3.6,0.02,183.69656
100.1,3.1,0.13,183.696736
90.1,5.6,0.06,183.69792
100.1,2.6,0.14,183.698736
90.1,4.1,0.05,183.70292
100.1,2.1,0.15,183.70292
90.1,3.1,0.02,183.7032267
90.1,5.1,0.06,183.7032267
90.1,0.6,0.1,183.7032267
80.1,0.1,0.16,183.70568
90.1,4.1,0.03,183.70656
90.1,1.6,0.06,183.7098933
90.1,4.6,0.06,183.71292
90.1,1.1,0.1,183.71292
90.1,2.1,0.03,183.7132267
90.1,2.6,0.03,183.7132267
90.1,3.6,0.03,183.7132267
80.1,0.1,0.17,183.71568
90.1,0.6,0.18,183.71656
90.1,4.1,0.06,183.71792
90.1,3.1,0.03,183.7198933
90.1,1.6,0.07,183.7198933
90.1,5.1,0.07,183.72292
90.1,2.1,0.04,183.72384
90.1,0.6,0.11,183.72656
90.1,4.6,0.07,183.72792
90.1,5.6,0.07,183.72792
90.1,2.6,0.04,183.7298933
90.1,3.6,0.04,183.7298933
90.1,1.6,0.01,183.7332267
90.1,1.1,0.11,183.7332267
90.1,3.1,0.04,183.73656
90.1,1.6,0.08,183.73656
90.1,4.1,0.07,183.73792
90.1,2.1,0.05,183.7398933
90.1,2.6,0.05,183.7398933
90.1,5.1,0.08,183.7432267
90.1,0.6,0.12,183.7432267
80.1,0.1,0.18,183.74568
90.1,3.6,0.05,183.74656
90.1,0.6,0.19,183.74656
90.1,1.1,0.12,183.7498933
90.1,4.6,0.08,183.75292
90.1,3.1,0.05,183.7532267
90.1,1.6,0.09,183.7532267
90.1,2.1,0.06,183.75656
90.1,4.1,0.08,183.75792
90.1,2.6,0.06,183.7632267
90.1,0.6,0.13,183.76656
90.1,3.6,0.06,183.7698933
90.1,1.6,0.1,183.7698933
90.1,0.6,0.2,183.7698933
90.1,4.6,0.09,183.77292
90.1,2.1,0.07,183.7732267
90.1,1.1,0.13,183.7732267
90.1,2.6,0.07,183.77384
80.1,0.1,0.19,183.77384
90.1,3.1,0.06,183.77656
90.1,4.1,0.09,183.77792
90.1,5.1,0.09,183.77792
80.1,0.1,0.2,183.78568
90.1,3.6,0.07,183.78656
90.1,0.6,0.14,183.7898933
90.1,1.1,0.2,183.7898933
90.1,3.1,0.07,183.7932267
90.1,1.6,0.11,183.7932267
90.1,2.1,0.08,183.79656
90.1,2.6,0.08,183.79656
90.1,1.1,0.14,183.79656
90.1,5.1,0.1,183.79792
90.1,0.6,0.21,183.7998933
90.1,4.1,0.1,183.80292
90.1,1.6,0.21,183.80656
90.1,4.6,0.1,183.80792
90.1,3.6,0.08,183.8098933
90.1,1.6,0.12,183.8098933
90.1,2.1,0.09,183.8132267
90.1,0.6,0.15,183.8132267
90.1,1.1,0.15,183.8132267
80.1,0.1,0.21,183.81384
90.1,2.1,0.2,183.81656
90.1,3.1,0.08,183.8232267
90.1,2.1,0.1,183.8232267
90.1,3.6,0.09,183.82656
90.1,4.6,0.11,183.82656
90.1,1.6,0.13,183.82656
90.1,1.1,0.21,183.8332267
90.1,1.1,0.16,183.83656
90.1,3.1,0.09,183.8398933
90.1,4.1,0.11,183.8398933
90.1,2.6,0.09,183.84384
90.1,2.1,0.11,183.84656
80.1,6.1,0.05,183.85384
90.1,4.1,0.12,183.85792
90.1,2.6,0.1,183.8632267
90.1,2.1,0.12,183.8632267
90.1,1.6,0.2,183.8632267
90.1,1.1,0.17,183.86656
90.1,1.6,0.14,183.8698933
90.1,2.1,0.19,183.8732267
90.1,2.6,0.18,183.87384
90.1,3.1,0.1,183.87656
90.1,3.6,0.1,183.87656
90.1,2.6,0.11,183.8798933
90.1,4.1,0.13,183.8798933
90.1,2.1,0.13,183.88656
90.1,1.1,0.18,183.8898933
90.1,1.6,0.15,183.8932267
90.1,3.1,0.11,183.89384
90.1,3.6,0.11,183.89384
90.1,2.6,0.12,183.90384
90.1,2.1,0.14,183.90384
90.1,1.6,0.16,183.91384
90.1,2.6,0.13,183.91384
90.1,3.1,0.12,183.91656
90.1,3.6,0.12,183.91656
90.1,1.1,0.19,183.9198933
90.1,2.1,0.15,183.92656
90.1,3.1,0.13,183.93384
90.1,3.6,0.13,183.93384
90.1,1.6,0.17,183.9398933
90.1,2.1,0.16,183.9432267
90.1,2.6,0.14,183.94384
80.1,5.6,0.08,183.95384
90.1,3.1,0.14,183.95384
90.1,3.6,0.14,183.95656
90.1,2.6,0.15,183.96384
90.1,2.1,0.17,183.96384
90.1,1.6,0.18,183.96384
90.1,3.1,0.15,183.97384
90.1,3.6,0.15,183.97384
90.1,2.1,0.18,183.992656
90.1,1.6,0.19,183.993472
90.1,2.6,0.16,183.995104
90.1,3.1,0.16,184.01184
90.1,2.6,0.17,184.03184
90.1,3.1,0.17,184.05184
80.1,6.6,0.01,184.11568
70.1,0.1,0.02,184.12568
80.1,6.6,0.02,184.12568
80.1,0.6,0.01,184.13568
80.1,6.1,0.01,184.15568
70.1,0.1,0.03,184.15568
60.1,0.1,0.01,184.16384
80.1,0.6,0.02,184.16568
60.1,0.1,0.02,184.18568
70.1,0.1,0.04,184.18568
80.1,0.6,0.18,184.18568
80.1,0.6,0.03,184.19568
60.1,0.1,0.03,184.21384
70.1,0.1,0.05,184.21568
80.1,6.1,0.02,184.22568
80.1,0.6,0.04,184.22568
60.1,0.1,0.04,184.23384
80.1,6.1,0.03,184.23568
80.1,0.6,0.19,184.23568
70.1,0.1,0.06,184.24568
60.1,0.1,0.05,184.25384
80.1,0.6,0.05,184.25568
80.1,6.1,0.04,184.26384
80.1,5.6,0.02,184.26568
60.1,0.1,0.06,184.26568
70.1,0.1,0.07,184.27568
80.1,5.6,0.03,184.28384
80.1,0.6,0.06,184.28568
70.1,0.1,0.08,184.28568
60.1,0.1,0.07,184.29384
60.1,0.1,0.08,184.30384
80.1,0.6,0.2,184.30568
80.1,0.6,0.07,184.31384
70.1,0.1,0.09,184.31568
60.1,0.1,0.09,184.32384
80.1,5.6,0.04,184.32568
80.1,0.6,0.08,184.33384
60.1,0.1,0.1,184.33384
80.1,0.6,0.21,184.33568
80.1,5.6,0.05,184.34384
70.1,0.1,0.1,184.34568
80.1,5.6,0.01,184.36384
80.1,0.6,0.09,184.36384
60.1,0.1,0.11,184.36384
80.1,5.6,0.06,184.36568
60.1,0.1,0.12,184.37384
70.1,0.1,0.11,184.37568
80.1,5.6,0.07,184.38384
80.1,0.6,0.1,184.39384
70.1,0.1,0.12,184.39384
50.1,0.1,0.01,184.39568
60.1,0.1,0.13,184.39568
80.1,1.1,0.01,184.40384
60.1,0.1,0.14,184.41384
80.1,0.6,0.11,184.41568
80.1,1.1,0.02,184.41656
70.1,0.1,0.13,184.42384
50.1,0.1,0.02,184.42384
80.1,1.1,0.03,184.43384
80.1,5.1,0.01,184.4398933
50.1,0.1,0.03,184.44384
60.1,0.1,0.15,184.44384
80.1,0.6,0.12,184.44384
70.1,0.1,0.14,184.44384
80.1,5.1,0.02,184.4498933
80.1,1.1,0.04,184.45384
60.1,0.1,0.16,184.45384
80.1,5.1,0.05,184.4598933
50.1,0.1,0.04,184.46384
80.1,4.6,0.01,184.46656
80.1,5.1,0.03,184.46656
80.1,0.6,0.13,184.47384
70.1,0.1,0.15,184.47384
60.1,0.1,0.17,184.47568
80.1,1.6,0.01,184.4798933
80.1,4.6,0.02,184.48292
80.1,5.1,0.04,184.4832267
50.1,0.1,0.05,184.48384
80.1,1.1,0.05,184.48384
80.1,4.1,0.01,184.48656
80.1,4.6,0.03,184.4932267
80.1,5.1,0.07,184.4932267
80.1,1.6,0.02,184.49384
80.1,0.6,0.14,184.49384
70.1,0.1,0.16,184.49384
60.1,0.1,0.18,184.49384
80.1,1.1,0.06,184.49656
80.1,4.1,0.02,184.5032267
50.1,0.1,0.06,184.50384
80.1,3.6,0.01,184.50656
80.1,4.6,0.04,184.5098933
80.1,2.1,0.01,184.5132267
80.1,1.6,0.03,184.5132267
80.1,1.1,0.07,184.51384
70.1,0.1,0.17,184.51384
60.1,0.1,0.19,184.51568
80.1,5.1,0.06,184.51656
80.1,4.1,0.03,184.5198933
80.1,3.6,0.02,184.5232267
50.1,0.1,0.07,184.52384
80.1,0.6,0.15,184.52384
80.1,1.6,0.04,184.52384
70.1,0.6,0.01,184.52656
80.1,4.6,0.05,184.52656
80.1,3.1,0.01,184.52792
80.1,2.1,0.02,184.5298933
80.1,1.1,0.08,184.5298933
80.1,2.6,0.01,184.53292
70.1,0.1,0.18,184.53384
60.1,0.1,0.2,184.53384
80.1,4.1,0.04,184.53656
80.1,3.6,0.03,184.53792
80.1,1.6,0.05,184.5398933
80.1,5.1,0.09,184.5398933
70.1,0.6,0.02,184.5432267
80.1,3.1,0.02,184.5432267
80.1,4.6,0.06,184.5432267
50.1,0.1,0.08,184.54384
80.1,0.6,0.16,184.54384
50.1,0.1,0.1,184.54568
80.1,2.1,0.03,184.54656
80.1,1.1,0.09,184.54656
80.1,2.6,0.02,184.54792
80.1,1.6,0.06,184.5498933
80.1,3.6,0.04,184.55292
80.1,4.1,0.05,184.55292
80.1,3.1,0.03,184.5532267
60.1,0.1,0.21,184.55384
80.1,2.1,0.04,184.55792
70.1,0.6,0.03,184.5598933
80.1,4.6,0.07,184.5598933
80.1,2.6,0.03,184.56292
80.1,5.1,0.08,184.56292
80.1,1.1,0.1,184.5632267
80.1,5.1,0.1,184.5632267
50.1,0.1,0.09,184.56384
70.1,0.1,0.19,184.56384
80.1,3.6,0.05,184.56792
80.1,4.1,0.06,184.56792
80.1,3.1,0.04,184.5698933
70.1,6.1,0.01,184.57292
70.1,6.1,0.03,184.57292
80.1,2.1,0.05,184.5732267
70.1,0.6,0.04,184.57384
50.1,0.1,0.11,184.57384
80.1,0.6,0.17,184.57384
80.1,2.6,0.04,184.57656
70.1,6.1,0.02,184.57792
80.1,4.6,0.08,184.57792
80.1,1.6,0.07,184.5798933
80.1,3.1,0.05,184.58292
80.1,3.6,0.06,184.5832267
70.1,0.1,0.2,184.58384
50.1,0.1,0.12,184.58568
80.1,4.1,0.07,184.58656
80.1,1.1,0.11,184.58656
80.1,2.1,0.06,184.5898933
70.1,0.6,0.05,184.5932267
80.1,2.6,0.05,184.5932267
80.1,1.6,0.08,184.59656
80.1,3.1,0.06,184.59792
70.1,5.6,0.01,184.5998933
80.1,3.6,0.07,184.60292
80.1,4.1,0.08,184.60292
80.1,1.1,0.12,184.6032267
70.1,0.1,0.21,184.60384
70.1,0.6,0.06,184.60384
80.1,4.6,0.09,184.60656
80.1,2.6,0.06,184.6098933
80.1,3.1,0.07,184.6132267
80.1,1.6,0.09,184.6132267
80.1,1.1,0.13,184.6132267
50.1,0.1,0.13,184.61384
70.1,5.6,0.02,184.61656
80.1,3.6,0.08,184.61792
80.1,2.1,0.07,184.61792
80.1,4.1,0.09,184.61792
80.1,4.6,0.1,184.62292
80.1,1.6,0.1,184.6232267
70.1,0.6,0.07,184.62384
80.1,2.6,0.07,184.62656
70.1,5.6,0.03,184.62792
80.1,2.1,0.08,184.6298933
80.1,3.1,0.08,184.6298933
80.1,1.1,0.14,184.6298933
70.1,5.1,0.01,184.6332267
80.1,3.6,0.09,184.6332267
50.1,0.1,0.14,184.63384
70.1,0.6,0.08,184.63656
80.1,4.1,0.1,184.63656
80.1,4.6,0.11,184.6398933
80.1,1.6,0.11,184.64292
70.1,5.1,0.02,184.6432267
70.1,5.6,0.04,184.6432267
80.1,2.6,0.08,184.6432267
80.1,3.1,0.09,184.64792
80.1,2.1,0.09,184.65292
80.1,3.6,0.1,184.65292
70.1,0.6,0.09,184.6532267
80.1,1.1,0.15,184.6532267
50.1,0.1,0.15,184.65568
80.1,1.6,0.12,184.65792
80.1,4.6,0.12,184.65792
70.1,5.6,0.05,184.65792
70.1,5.1,0.03,184.6598933
80.1,2.6,0.09,184.6598933
80.1,4.1,0.11,184.66292
80.1,3.1,0.1,184.66292
70.1,4.6,0.01,184.66656
80.1,2.1,0.1,184.66792
70.1,5.6,0.06,184.6698933
70.1,0.6,0.1,184.6698933
70.1,1.1,0.01,184.6732267
80.1,1.6,0.13,184.6732267
